15:41:04 238	 start loadBaseParameter
17:41:31 081	 1:start getImage
17:41:31 081	 2 getImage times:0
17:41:31 082	3  GrabFrame times:0,result=
17:41:31 133	 2 getImage times:1
17:41:31 133	3  GrabFrame times:1,result=
17:41:31 185	 2 getImage times:2
17:41:31 185	3  GrabFrame times:2,result=
17:41:31 238	 1:start getImage
17:41:31 238	 2 getImage times:0
17:41:31 239	3  GrabFrame times:0,result=
17:41:31 290	 2 getImage times:1
17:41:31 290	3  GrabFrame times:1,result=
17:41:31 342	 2 getImage times:2
17:41:31 342	3  GrabFrame times:2,result=
17:41:31 395	 1:start getImage
17:41:31 395	 2 getImage times:0
17:41:31 396	3  GrabFrame times:0,result=
17:41:31 447	 2 getImage times:1
17:41:31 447	3  GrabFrame times:1,result=
17:41:31 499	 2 getImage times:2
17:41:31 499	3  GrabFrame times:2,result=
17:43:48 983	 start loadPinDef
17:43:48 987	 finished loadPinDef
17:43:48 990	 start setSN
17:43:48 991	start cam_stop 
17:43:49 093	finish cam_stop 
17:43:49 594	start cam_stop 
17:43:49 696	finish cam_stop 
17:43:49 696	 start Playnew
17:43:49 697	into cam_play:deviceID3 
17:43:49 697	openDevice:deviceID3 
17:43:49 821	开始sensor power:deviceID 3 
17:43:50 114	完成sensor power:deviceID 3 
17:43:50 126	完成Pin set:deviceID 3 
17:43:50 405	完成I2C set:deviceID 3 
17:43:50 522	start InitSensor :deviceID 3 
17:43:50 821	完成 InitSensor  :deviceID 3 
17:43:50 822	set image format  :deviceID 3 
17:43:50 840	start Video :deviceID 3 
17:43:50 848	malloc memory :deviceID 3 
17:43:50 850	 WriteI2C:34,0,998,0 
17:43:50 851	 write I2C 0x998
17:43:51 631	finished play :deviceID 3 
17:43:51 632	 1:start getImage
17:43:51 633	 2 getImage times:0
17:43:52 633	3  GrabFrame times:0,result=
17:43:52 684	 2 getImage times:1
17:43:53 685	3  GrabFrame times:1,result=
17:43:53 736	 2 getImage times:2
17:43:54 736	3  GrabFrame times:2,result=
17:43:54 788	 1:start getImage
17:43:54 788	 2 getImage times:0
17:43:55 789	3  GrabFrame times:0,result=
17:43:55 840	 2 getImage times:1
17:43:56 841	3  GrabFrame times:1,result=
17:43:56 892	 2 getImage times:2
17:43:57 892	3  GrabFrame times:2,result=
17:43:57 944	 1:start getImage
17:43:57 944	 2 getImage times:0
17:43:58 946	3  GrabFrame times:0,result=
17:43:58 996	 2 getImage times:1
17:43:59 997	3  GrabFrame times:1,result=
17:44:00 048	 2 getImage times:2
17:44:01 048	3  GrabFrame times:2,result=
17:44:01 100	 1:start getImage
17:44:01 100	 2 getImage times:0
17:44:02 102	3  GrabFrame times:0,result=
17:44:02 153	 2 getImage times:1
17:44:03 153	3  GrabFrame times:1,result=
17:44:03 204	 2 getImage times:2
17:44:04 205	3  GrabFrame times:2,result=
17:44:04 256	 1:start getImage
17:44:04 256	 2 getImage times:0
17:44:05 258	3  GrabFrame times:0,result=
17:44:05 309	 2 getImage times:1
17:44:06 309	3  GrabFrame times:1,result=
17:44:06 360	 2 getImage times:2
17:44:07 361	3  GrabFrame times:2,result=
17:44:07 413	 1:start getImage
17:44:07 413	 2 getImage times:0
17:44:08 414	3  GrabFrame times:0,result=
17:44:08 465	 2 getImage times:1
17:44:09 466	3  GrabFrame times:1,result=
17:44:09 516	 2 getImage times:2
17:44:10 517	3  GrabFrame times:2,result=
17:44:13 572	 start loadPinDef
17:44:13 575	 finished loadPinDef
17:44:13 579	 start setSN
17:44:13 579	start cam_stop 
17:44:13 682	finish cam_stop 
17:44:14 184	start cam_stop 
17:44:14 286	finish cam_stop 
17:44:14 286	 start Playnew
17:44:14 287	into cam_play:deviceID3 
17:44:14 287	openDevice:deviceID3 
17:44:14 412	开始sensor power:deviceID 3 
17:44:14 705	完成sensor power:deviceID 3 
17:44:14 715	完成Pin set:deviceID 3 
17:44:14 996	完成I2C set:deviceID 3 
17:44:15 113	start InitSensor :deviceID 3 
17:44:15 412	完成 InitSensor  :deviceID 3 
17:44:15 413	set image format  :deviceID 3 
17:44:15 431	start Video :deviceID 3 
17:44:15 438	malloc memory :deviceID 3 
17:44:15 440	 WriteI2C:34,0,998,0 
17:44:15 441	 write I2C 0x998
17:44:16 221	finished play :deviceID 3 
17:44:16 223	 1:start getImage
17:44:16 223	 2 getImage times:0
17:44:17 224	3  GrabFrame times:0,result=
17:44:17 275	 2 getImage times:1
17:44:18 275	3  GrabFrame times:1,result=
17:44:18 326	 2 getImage times:2
17:44:19 327	3  GrabFrame times:2,result=
17:44:19 379	 1:start getImage
17:44:19 379	 2 getImage times:0
17:44:20 380	3  GrabFrame times:0,result=
17:44:20 431	 2 getImage times:1
17:44:21 432	3  GrabFrame times:1,result=
17:44:21 483	 2 getImage times:2
17:44:22 483	3  GrabFrame times:2,result=
17:44:22 535	 1:start getImage
17:44:22 536	 2 getImage times:0
17:44:23 536	3  GrabFrame times:0,result=
17:44:23 587	 2 getImage times:1
17:44:24 588	3  GrabFrame times:1,result=
17:44:24 639	 2 getImage times:2
17:44:25 639	3  GrabFrame times:2,result=
17:44:25 691	 1:start getImage
17:44:25 691	 2 getImage times:0
17:44:26 693	3  GrabFrame times:0,result=
17:44:26 744	 2 getImage times:1
17:44:27 744	3  GrabFrame times:1,result=
17:44:27 795	 2 getImage times:2
17:44:28 795	3  GrabFrame times:2,result=
17:44:28 847	 1:start getImage
17:44:28 848	 2 getImage times:0
17:44:29 849	3  GrabFrame times:0,result=
17:44:29 900	 2 getImage times:1
17:44:30 900	3  GrabFrame times:1,result=
17:44:30 951	 2 getImage times:2
17:44:31 952	3  GrabFrame times:2,result=
17:44:32 004	 1:start getImage
17:44:32 005	 2 getImage times:0
17:44:33 005	3  GrabFrame times:0,result=
17:44:33 056	 2 getImage times:1
17:44:34 056	3  GrabFrame times:1,result=
17:44:34 107	 2 getImage times:2
17:44:35 108	3  GrabFrame times:2,result=
17:44:38 164	 start loadPinDef
17:44:38 167	 finished loadPinDef
17:44:38 171	 start setSN
17:44:38 171	start cam_stop 
17:44:38 274	finish cam_stop 
17:44:38 776	start cam_stop 
17:44:38 878	finish cam_stop 
17:44:38 878	 start Playnew
17:44:38 879	into cam_play:deviceID3 
17:44:38 879	openDevice:deviceID3 
17:44:39 004	开始sensor power:deviceID 3 
17:44:39 296	完成sensor power:deviceID 3 
17:44:39 307	完成Pin set:deviceID 3 
17:44:39 588	完成I2C set:deviceID 3 
17:44:39 705	start InitSensor :deviceID 3 
17:44:40 004	完成 InitSensor  :deviceID 3 
17:44:40 005	set image format  :deviceID 3 
17:44:40 023	start Video :deviceID 3 
17:44:40 030	malloc memory :deviceID 3 
17:44:40 032	 WriteI2C:34,0,998,0 
17:44:40 033	 write I2C 0x998
17:44:40 817	finished play :deviceID 3 
17:44:40 818	 1:start getImage
17:44:40 819	 2 getImage times:0
17:44:41 819	3  GrabFrame times:0,result=
17:44:41 870	 2 getImage times:1
17:44:42 870	3  GrabFrame times:1,result=
17:44:42 921	 2 getImage times:2
17:44:43 922	3  GrabFrame times:2,result=
17:44:43 974	 1:start getImage
17:44:43 974	 2 getImage times:0
17:44:44 975	3  GrabFrame times:0,result=
17:44:45 026	 2 getImage times:1
17:44:46 027	3  GrabFrame times:1,result=
17:44:46 102	 2 getImage times:2
17:44:47 102	3  GrabFrame times:2,result=
17:44:47 154	 1:start getImage
17:44:47 154	 2 getImage times:0
17:44:48 155	3  GrabFrame times:0,result=
17:44:48 206	 2 getImage times:1
17:44:49 207	3  GrabFrame times:1,result=
17:44:49 258	 2 getImage times:2
17:44:50 258	3  GrabFrame times:2,result=
17:44:50 310	 1:start getImage
17:44:50 311	 2 getImage times:0
17:44:51 312	3  GrabFrame times:0,result=
17:44:51 363	 2 getImage times:1
17:44:52 363	3  GrabFrame times:1,result=
17:44:52 414	 2 getImage times:2
17:44:53 414	3  GrabFrame times:2,result=
17:44:53 466	 1:start getImage
17:44:53 467	 2 getImage times:0
17:44:54 468	3  GrabFrame times:0,result=
17:44:54 519	 2 getImage times:1
17:44:55 519	3  GrabFrame times:1,result=
17:44:55 570	 2 getImage times:2
17:44:56 571	3  GrabFrame times:2,result=
17:44:56 623	 1:start getImage
17:44:56 623	 2 getImage times:0
17:44:57 624	3  GrabFrame times:0,result=
17:44:57 675	 2 getImage times:1
17:44:58 675	3  GrabFrame times:1,result=
17:44:58 726	 2 getImage times:2
17:44:59 727	3  GrabFrame times:2,result=
17:46:07 749	 start loadPinDef
17:46:07 752	 finished loadPinDef
17:46:07 756	 start setSN
17:46:07 756	start cam_stop 
17:46:07 859	finish cam_stop 
17:46:08 360	start cam_stop 
17:46:08 462	finish cam_stop 
17:46:08 462	 start Playnew
17:46:08 462	into cam_play:deviceID2 
17:46:08 462	openDevice:deviceID2 
17:46:08 586	开始sensor power:deviceID 2 
17:46:08 880	完成sensor power:deviceID 2 
17:46:08 892	完成Pin set:deviceID 2 
17:46:09 171	完成I2C set:deviceID 2 
17:46:09 292	SensorIsMe check failed:deviceID 2 
17:46:09 293	start cam_stop 
17:46:09 405	finish cam_stop 
17:46:09 607	 start Playnew
17:46:09 607	into cam_play:deviceID8 
17:46:09 608	openDevice:deviceID8 
17:46:09 738	开始sensor power:deviceID 8 
17:46:10 031	完成sensor power:deviceID 8 
17:46:10 043	完成Pin set:deviceID 8 
17:46:10 322	完成I2C set:deviceID 8 
17:46:10 442	SensorIsMe check failed:deviceID 8 
17:46:10 443	 1:start getImage
17:46:10 444	 2 getImage times:0
17:46:10 444	3  GrabFrame times:0,result=
17:46:10 496	 2 getImage times:1
17:46:10 496	3  GrabFrame times:1,result=
17:46:10 548	 2 getImage times:2
17:46:10 548	3  GrabFrame times:2,result=
17:46:10 601	 1:start getImage
17:46:10 601	 2 getImage times:0
17:46:10 602	3  GrabFrame times:0,result=
17:46:10 653	 2 getImage times:1
17:46:10 653	3  GrabFrame times:1,result=
17:46:10 705	 2 getImage times:2
17:46:10 705	3  GrabFrame times:2,result=
17:46:10 758	 1:start getImage
17:46:10 758	 2 getImage times:0
17:46:10 759	3  GrabFrame times:0,result=
17:46:10 810	 2 getImage times:1
17:46:10 810	3  GrabFrame times:1,result=
17:46:10 862	 2 getImage times:2
17:46:10 862	3  GrabFrame times:2,result=
17:46:10 915	 1:start getImage
17:46:10 916	 2 getImage times:0
17:46:10 916	3  GrabFrame times:0,result=
17:46:10 967	 2 getImage times:1
17:46:10 967	3  GrabFrame times:1,result=
17:46:11 019	 2 getImage times:2
17:46:11 019	3  GrabFrame times:2,result=
17:46:11 072	 1:start getImage
17:46:11 073	 2 getImage times:0
17:46:11 073	3  GrabFrame times:0,result=
17:46:11 124	 2 getImage times:1
17:46:11 124	3  GrabFrame times:1,result=
17:46:11 176	 2 getImage times:2
17:46:11 176	3  GrabFrame times:2,result=
17:46:11 229	 1:start getImage
17:46:11 230	 2 getImage times:0
17:46:11 230	3  GrabFrame times:0,result=
17:46:11 281	 2 getImage times:1
17:46:11 281	3  GrabFrame times:1,result=
17:46:11 333	 2 getImage times:2
17:46:11 333	3  GrabFrame times:2,result=
17:46:14 390	 start loadPinDef
17:46:14 393	 finished loadPinDef
17:46:14 397	 start setSN
17:46:14 397	start cam_stop 
17:46:14 500	finish cam_stop 
17:46:15 001	start cam_stop 
17:46:15 103	finish cam_stop 
17:46:15 103	 start Playnew
17:46:15 104	into cam_play:deviceID2 
17:46:15 104	openDevice:deviceID2 
17:46:15 230	开始sensor power:deviceID 2 
17:46:15 522	完成sensor power:deviceID 2 
17:46:15 534	完成Pin set:deviceID 2 
17:46:15 814	完成I2C set:deviceID 2 
17:46:15 934	SensorIsMe check failed:deviceID 2 
17:46:15 935	start cam_stop 
17:46:16 047	finish cam_stop 
17:46:16 249	 start Playnew
17:46:16 249	into cam_play:deviceID9 
17:46:16 250	openDevice:deviceID9 
17:46:16 382	开始sensor power:deviceID 9 
17:46:16 675	完成sensor power:deviceID 9 
17:46:16 686	完成Pin set:deviceID 9 
17:46:16 967	完成I2C set:deviceID 9 
17:46:17 087	SensorIsMe check failed:deviceID 9 
17:46:17 089	 1:start getImage
17:46:17 089	 2 getImage times:0
17:46:17 090	3  GrabFrame times:0,result=
17:46:17 141	 2 getImage times:1
17:46:17 141	3  GrabFrame times:1,result=
17:46:17 193	 2 getImage times:2
17:46:17 193	3  GrabFrame times:2,result=
17:46:17 246	 1:start getImage
17:46:17 246	 2 getImage times:0
17:46:17 247	3  GrabFrame times:0,result=
17:46:17 298	 2 getImage times:1
17:46:17 298	3  GrabFrame times:1,result=
17:46:17 350	 2 getImage times:2
17:46:17 350	3  GrabFrame times:2,result=
17:46:17 403	 1:start getImage
17:46:17 404	 2 getImage times:0
17:46:17 404	3  GrabFrame times:0,result=
17:46:17 456	 2 getImage times:1
17:46:17 456	3  GrabFrame times:1,result=
17:46:17 508	 2 getImage times:2
17:46:17 508	3  GrabFrame times:2,result=
17:46:17 561	 1:start getImage
17:46:17 561	 2 getImage times:0
17:46:17 562	3  GrabFrame times:0,result=
17:46:17 613	 2 getImage times:1
17:46:17 613	3  GrabFrame times:1,result=
17:46:17 665	 2 getImage times:2
17:46:17 665	3  GrabFrame times:2,result=
17:46:17 718	 1:start getImage
17:46:17 718	 2 getImage times:0
17:46:17 719	3  GrabFrame times:0,result=
17:46:17 770	 2 getImage times:1
17:46:17 770	3  GrabFrame times:1,result=
17:46:17 822	 2 getImage times:2
17:46:17 822	3  GrabFrame times:2,result=
17:46:17 875	 1:start getImage
17:46:17 875	 2 getImage times:0
17:46:17 876	3  GrabFrame times:0,result=
17:46:17 927	 2 getImage times:1
17:46:17 927	3  GrabFrame times:1,result=
17:46:17 979	 2 getImage times:2
17:46:17 979	3  GrabFrame times:2,result=
17:46:21 035	 start loadPinDef
17:46:21 038	 finished loadPinDef
17:46:21 042	 start setSN
17:46:21 042	start cam_stop 
17:46:21 145	finish cam_stop 
17:46:21 646	start cam_stop 
17:46:21 748	finish cam_stop 
17:46:21 748	 start Playnew
17:46:21 749	into cam_play:deviceID2 
17:46:21 749	openDevice:deviceID2 
17:46:21 873	开始sensor power:deviceID 2 
17:46:22 166	完成sensor power:deviceID 2 
17:46:22 178	完成Pin set:deviceID 2 
17:46:22 457	完成I2C set:deviceID 2 
17:46:22 576	SensorIsMe check failed:deviceID 2 
17:46:22 577	start cam_stop 
17:46:22 689	finish cam_stop 
17:46:22 891	 start Playnew
17:46:22 891	into cam_play:deviceID10 
17:46:22 892	openDevice:deviceID10 
17:46:23 022	开始sensor power:deviceID 10 
17:46:23 316	完成sensor power:deviceID 10 
17:46:23 327	完成Pin set:deviceID 10 
17:46:23 608	完成I2C set:deviceID 10 
17:46:23 728	SensorIsMe check failed:deviceID 10 
17:46:23 729	 1:start getImage
17:46:23 730	 2 getImage times:0
17:46:23 731	3  GrabFrame times:0,result=
17:46:23 782	 2 getImage times:1
17:46:23 782	3  GrabFrame times:1,result=
17:46:23 834	 2 getImage times:2
17:46:23 834	3  GrabFrame times:2,result=
17:46:23 887	 1:start getImage
17:46:23 888	 2 getImage times:0
17:46:23 888	3  GrabFrame times:0,result=
17:46:23 940	 2 getImage times:1
17:46:23 940	3  GrabFrame times:1,result=
17:46:23 992	 2 getImage times:2
17:46:23 992	3  GrabFrame times:2,result=
17:46:24 045	 1:start getImage
17:46:24 045	 2 getImage times:0
17:46:24 046	3  GrabFrame times:0,result=
17:46:24 097	 2 getImage times:1
17:46:24 097	3  GrabFrame times:1,result=
17:46:24 149	 2 getImage times:2
17:46:24 149	3  GrabFrame times:2,result=
17:46:24 202	 1:start getImage
17:46:24 202	 2 getImage times:0
17:46:24 203	3  GrabFrame times:0,result=
17:46:24 253	 2 getImage times:1
17:46:24 253	3  GrabFrame times:1,result=
17:46:24 305	 2 getImage times:2
17:46:24 305	3  GrabFrame times:2,result=
17:46:24 358	 1:start getImage
17:46:24 359	 2 getImage times:0
17:46:24 359	3  GrabFrame times:0,result=
17:46:24 411	 2 getImage times:1
17:46:24 411	3  GrabFrame times:1,result=
17:46:24 463	 2 getImage times:2
17:46:24 463	3  GrabFrame times:2,result=
17:46:24 516	 1:start getImage
17:46:24 516	 2 getImage times:0
17:46:24 517	3  GrabFrame times:0,result=
17:46:24 568	 2 getImage times:1
17:46:24 568	3  GrabFrame times:1,result=
17:46:24 620	 2 getImage times:2
17:46:24 620	3  GrabFrame times:2,result=
17:47:23 462	 start loadPinDef
17:47:23 465	 finished loadPinDef
17:47:23 469	 start setSN
17:47:23 469	start cam_stop 
17:47:23 572	finish cam_stop 
17:47:24 073	start cam_stop 
17:47:24 175	finish cam_stop 
17:47:24 175	 start Playnew
17:47:24 176	into cam_play:deviceID2 
17:47:24 176	openDevice:deviceID2 
17:47:24 302	开始sensor power:deviceID 2 
17:47:24 595	完成sensor power:deviceID 2 
17:47:24 607	完成Pin set:deviceID 2 
17:47:24 886	完成I2C set:deviceID 2 
17:47:25 006	SensorIsMe check failed:deviceID 2 
17:47:25 007	start cam_stop 
17:47:25 119	finish cam_stop 
17:47:25 321	 start Playnew
17:47:25 321	into cam_play:deviceID11 
17:47:25 322	openDevice:deviceID11 
17:47:25 453	开始sensor power:deviceID 11 
17:47:25 746	完成sensor power:deviceID 11 
17:47:25 757	完成Pin set:deviceID 11 
17:47:26 038	完成I2C set:deviceID 11 
17:47:26 158	SensorIsMe check failed:deviceID 11 
17:47:26 159	 1:start getImage
17:47:26 160	 2 getImage times:0
17:47:26 160	3  GrabFrame times:0,result=
17:47:26 212	 2 getImage times:1
17:47:26 212	3  GrabFrame times:1,result=
17:47:26 264	 2 getImage times:2
17:47:26 264	3  GrabFrame times:2,result=
17:47:26 317	 1:start getImage
17:47:26 318	 2 getImage times:0
17:47:26 318	3  GrabFrame times:0,result=
17:47:26 369	 2 getImage times:1
17:47:26 369	3  GrabFrame times:1,result=
17:47:26 421	 2 getImage times:2
17:47:26 421	3  GrabFrame times:2,result=
17:47:26 474	 1:start getImage
17:47:26 474	 2 getImage times:0
17:47:26 475	3  GrabFrame times:0,result=
17:47:26 526	 2 getImage times:1
17:47:26 526	3  GrabFrame times:1,result=
17:47:26 577	 2 getImage times:2
17:47:26 577	3  GrabFrame times:2,result=
17:47:26 630	 1:start getImage
17:47:26 630	 2 getImage times:0
17:47:26 631	3  GrabFrame times:0,result=
17:47:26 683	 2 getImage times:1
17:47:26 683	3  GrabFrame times:1,result=
17:47:26 735	 2 getImage times:2
17:47:26 735	3  GrabFrame times:2,result=
17:47:26 788	 1:start getImage
17:47:26 788	 2 getImage times:0
17:47:26 789	3  GrabFrame times:0,result=
17:47:26 840	 2 getImage times:1
17:47:26 841	3  GrabFrame times:1,result=
17:47:26 892	 2 getImage times:2
17:47:26 892	3  GrabFrame times:2,result=
17:47:26 945	 1:start getImage
17:47:26 946	 2 getImage times:0
17:47:26 946	3  GrabFrame times:0,result=
17:47:26 997	 2 getImage times:1
17:47:26 997	3  GrabFrame times:1,result=
17:47:27 049	 2 getImage times:2
17:47:27 049	3  GrabFrame times:2,result=
17:47:30 105	 start loadPinDef
17:47:30 108	 finished loadPinDef
17:47:30 112	 start setSN
17:47:30 112	start cam_stop 
17:47:30 215	finish cam_stop 
17:47:30 716	start cam_stop 
17:47:30 818	finish cam_stop 
17:47:30 818	 start Playnew
17:47:30 819	into cam_play:deviceID2 
17:47:30 819	openDevice:deviceID2 
17:47:30 820	openDevice failed ,return:deviceID2 
17:47:30 821	start cam_stop 
17:47:30 923	finish cam_stop 
17:47:31 124	 start Playnew
17:47:31 124	into cam_play:deviceID2 
17:47:31 125	openDevice:deviceID2 
17:47:31 249	开始sensor power:deviceID 2 
17:47:31 542	完成sensor power:deviceID 2 
17:47:31 553	完成Pin set:deviceID 2 
17:47:31 834	完成I2C set:deviceID 2 
17:47:31 953	SensorIsMe check failed:deviceID 2 
17:47:31 954	 1:start getImage
17:47:31 955	 2 getImage times:0
17:47:31 955	3  GrabFrame times:0,result=
17:47:32 007	 2 getImage times:1
17:47:32 007	3  GrabFrame times:1,result=
17:47:32 059	 2 getImage times:2
17:47:32 059	3  GrabFrame times:2,result=
17:47:32 112	 1:start getImage
17:47:32 113	 2 getImage times:0
17:47:32 113	3  GrabFrame times:0,result=
17:47:32 164	 2 getImage times:1
17:47:32 164	3  GrabFrame times:1,result=
17:47:32 216	 2 getImage times:2
17:47:32 216	3  GrabFrame times:2,result=
17:47:32 269	 1:start getImage
17:47:32 269	 2 getImage times:0
17:47:32 270	3  GrabFrame times:0,result=
17:47:32 321	 2 getImage times:1
17:47:32 321	3  GrabFrame times:1,result=
17:47:32 372	 2 getImage times:2
17:47:32 372	3  GrabFrame times:2,result=
17:47:32 425	 1:start getImage
17:47:32 425	 2 getImage times:0
17:47:32 426	3  GrabFrame times:0,result=
17:47:32 477	 2 getImage times:1
17:47:32 477	3  GrabFrame times:1,result=
17:47:32 529	 2 getImage times:2
17:47:32 529	3  GrabFrame times:2,result=
17:47:32 582	 1:start getImage
17:47:32 582	 2 getImage times:0
17:47:32 583	3  GrabFrame times:0,result=
17:47:32 634	 2 getImage times:1
17:47:32 634	3  GrabFrame times:1,result=
17:47:32 686	 2 getImage times:2
17:47:32 686	3  GrabFrame times:2,result=
17:47:32 739	 1:start getImage
17:47:32 739	 2 getImage times:0
17:47:32 740	3  GrabFrame times:0,result=
17:47:32 791	 2 getImage times:1
17:47:32 791	3  GrabFrame times:1,result=
17:47:32 843	 2 getImage times:2
17:47:32 843	3  GrabFrame times:2,result=
17:47:35 899	 start loadPinDef
17:47:35 902	 finished loadPinDef
17:47:35 906	 start setSN
17:47:35 906	start cam_stop 
17:47:36 018	finish cam_stop 
17:47:36 520	start cam_stop 
17:47:36 631	finish cam_stop 
17:47:36 632	 start Playnew
17:47:36 632	into cam_play:deviceID2 
17:47:36 633	openDevice:deviceID2 
17:47:36 764	开始sensor power:deviceID 2 
17:47:37 057	完成sensor power:deviceID 2 
17:47:37 067	完成Pin set:deviceID 2 
17:47:37 348	完成I2C set:deviceID 2 
17:47:37 468	SensorIsMe check failed:deviceID 2 
17:47:37 469	start cam_stop 
17:47:37 580	finish cam_stop 
17:47:37 782	 start Playnew
17:47:37 782	into cam_play:deviceID2 
17:47:37 783	openDevice:deviceID2 
17:47:37 914	开始sensor power:deviceID 2 
17:47:38 207	完成sensor power:deviceID 2 
17:47:38 219	完成Pin set:deviceID 2 
17:47:38 499	完成I2C set:deviceID 2 
17:47:38 619	SensorIsMe check failed:deviceID 2 
17:47:38 620	 1:start getImage
17:47:38 620	 2 getImage times:0
17:47:38 621	3  GrabFrame times:0,result=
17:47:38 672	 2 getImage times:1
17:47:38 672	3  GrabFrame times:1,result=
17:47:38 724	 2 getImage times:2
17:47:38 724	3  GrabFrame times:2,result=
17:47:38 778	 1:start getImage
17:47:38 779	 2 getImage times:0
17:47:38 779	3  GrabFrame times:0,result=
17:47:38 830	 2 getImage times:1
17:47:38 830	3  GrabFrame times:1,result=
17:47:38 881	 2 getImage times:2
17:47:38 881	3  GrabFrame times:2,result=
17:47:38 934	 1:start getImage
17:47:38 934	 2 getImage times:0
17:47:38 935	3  GrabFrame times:0,result=
17:47:38 986	 2 getImage times:1
17:47:38 986	3  GrabFrame times:1,result=
17:47:39 038	 2 getImage times:2
17:47:39 038	3  GrabFrame times:2,result=
17:47:39 091	 1:start getImage
17:47:39 091	 2 getImage times:0
17:47:39 092	3  GrabFrame times:0,result=
17:47:39 143	 2 getImage times:1
17:47:39 143	3  GrabFrame times:1,result=
17:47:39 195	 2 getImage times:2
17:47:39 195	3  GrabFrame times:2,result=
17:47:39 248	 1:start getImage
17:47:39 248	 2 getImage times:0
17:47:39 249	3  GrabFrame times:0,result=
17:47:39 300	 2 getImage times:1
17:47:39 300	3  GrabFrame times:1,result=
17:47:39 352	 2 getImage times:2
17:47:39 352	3  GrabFrame times:2,result=
17:47:39 405	 1:start getImage
17:47:39 405	 2 getImage times:0
17:47:39 406	3  GrabFrame times:0,result=
17:47:39 457	 2 getImage times:1
17:47:39 457	3  GrabFrame times:1,result=
17:47:39 509	 2 getImage times:2
17:47:39 509	3  GrabFrame times:2,result=
17:51:52 214	 start loadPinDef
17:51:52 218	 finished loadPinDef
17:51:52 221	 start setSN
17:51:52 221	start cam_stop 
17:51:52 324	finish cam_stop 
17:51:52 825	start cam_stop 
17:51:52 927	finish cam_stop 
17:51:52 927	 start Playnew
17:51:52 928	into cam_play:deviceID2 
17:51:52 928	openDevice:deviceID2 
17:51:52 929	openDevice failed ,return:deviceID2 
17:51:52 930	start cam_stop 
17:51:53 032	finish cam_stop 
17:51:53 232	 start Playnew
17:51:53 232	into cam_play:deviceID2 
17:51:53 233	openDevice:deviceID2 
17:51:53 357	开始sensor power:deviceID 2 
17:51:53 650	完成sensor power:deviceID 2 
17:51:53 661	完成Pin set:deviceID 2 
17:51:53 942	完成I2C set:deviceID 2 
17:51:54 062	SensorIsMe check failed:deviceID 2 
17:51:54 063	 1:start getImage
17:51:54 064	 2 getImage times:0
17:51:54 064	3  GrabFrame times:0,result=
17:51:54 116	 2 getImage times:1
17:51:54 116	3  GrabFrame times:1,result=
17:51:54 168	 2 getImage times:2
17:51:54 168	3  GrabFrame times:2,result=
17:51:54 221	 1:start getImage
17:51:54 222	 2 getImage times:0
17:51:54 222	3  GrabFrame times:0,result=
17:51:54 273	 2 getImage times:1
17:51:54 273	3  GrabFrame times:1,result=
17:51:54 325	 2 getImage times:2
17:51:54 325	3  GrabFrame times:2,result=
17:51:54 377	 1:start getImage
17:51:54 377	 2 getImage times:0
17:51:54 378	3  GrabFrame times:0,result=
17:51:54 429	 2 getImage times:1
17:51:54 429	3  GrabFrame times:1,result=
17:51:54 481	 2 getImage times:2
17:51:54 481	3  GrabFrame times:2,result=
17:51:54 534	 1:start getImage
17:51:54 535	 2 getImage times:0
17:51:54 535	3  GrabFrame times:0,result=
17:51:54 586	 2 getImage times:1
17:51:54 586	3  GrabFrame times:1,result=
17:51:54 638	 2 getImage times:2
17:51:54 638	3  GrabFrame times:2,result=
17:51:54 691	 1:start getImage
17:51:54 692	 2 getImage times:0
17:51:54 692	3  GrabFrame times:0,result=
17:51:54 743	 2 getImage times:1
17:51:54 743	3  GrabFrame times:1,result=
17:51:54 795	 2 getImage times:2
17:51:54 795	3  GrabFrame times:2,result=
17:51:54 848	 1:start getImage
17:51:54 848	 2 getImage times:0
17:51:54 849	3  GrabFrame times:0,result=
17:51:54 900	 2 getImage times:1
17:51:54 900	3  GrabFrame times:1,result=
17:51:54 951	 2 getImage times:2
17:51:54 951	3  GrabFrame times:2,result=
17:51:58 008	 start loadPinDef
17:51:58 012	 finished loadPinDef
17:51:58 015	 start setSN
17:51:58 016	start cam_stop 
17:51:58 127	finish cam_stop 
17:51:58 628	start cam_stop 
17:51:58 739	finish cam_stop 
17:51:58 740	 start Playnew
17:51:58 740	into cam_play:deviceID2 
17:51:58 741	openDevice:deviceID2 
17:51:58 872	开始sensor power:deviceID 2 
17:51:59 165	完成sensor power:deviceID 2 
17:51:59 177	完成Pin set:deviceID 2 
17:51:59 457	完成I2C set:deviceID 2 
17:51:59 577	SensorIsMe check failed:deviceID 2 
17:51:59 578	start cam_stop 
17:51:59 690	finish cam_stop 
17:51:59 892	 start Playnew
17:51:59 892	into cam_play:deviceID2 
17:51:59 893	openDevice:deviceID2 
17:52:00 023	开始sensor power:deviceID 2 
17:52:00 315	完成sensor power:deviceID 2 
17:52:00 327	完成Pin set:deviceID 2 
17:52:00 607	完成I2C set:deviceID 2 
17:52:00 727	SensorIsMe check failed:deviceID 2 
17:52:00 728	 1:start getImage
17:52:00 728	 2 getImage times:0
17:52:00 729	3  GrabFrame times:0,result=
17:52:00 780	 2 getImage times:1
17:52:00 780	3  GrabFrame times:1,result=
